InventoryID,DealerID,VehicleID,StockLevel,ReorderThreshold
INV0780,D038,V0222,-11,5.0
INV0781,D003,V0176,34,6.0
INV0782,D013,V0284,19,7.0
INV0783,D042,V0046,0,9.0
INV0784,D029,V0157,33,9.0
INV0785,D029,V0500,29,10.0
INV0786,D029,V0415,22,3.0
INV0787,D034,V0365,44,10.0
INV0788,D031,V0307,0,10.0
INV0789,D035,V0118,33,7.0
INV0790,D042,V0331,34,9.0
INV0791,D001,V0257,45,3.0
INV0792,D045,V0404,4,
INV0793,D048,V0207,0,8.0
INV0794,D011,V0156,18,
INV0795,D009,V0260,33,10.0
INV0796,D003,V0409,2,8.0
INV0797,D021,V0448,19,4.0
INV0798,D046,V0454,22,9.0
INV0799,D019,V0129,43,8.0
INV0800,D019,V0362,1,2.0
INV0801,D029,V0362,34,9.0
INV0802,D049,V0301,23,9.0
INV0803,D033,V0364,23,6.0
INV0804,D034,V0244,21,3.0
INV0805,D005,V0341,14,5.0
INV0806,D007,V0330,1,7.0
INV0807,D016,V0452,31,9.0
INV0808,D034,V0414,46,7.0
INV0809,D026,V0371,44,5.0
INV0810,D049,V0136,5,6.0
INV0811,D040,V0489,30,10.0
INV0812,D010,V0172,31,2.0
INV0813,D035,V0022,18,5.0
INV0814,D036,V0400,7,5.0
INV0815,D040,V0083,11,10.0
INV0816,D040,V0360,47,10.0
INV0817,D015,V0154,41,7.0
INV0818,D007,V0274,1,7.0
INV0819,D008,V0344,49,8.0
INV0820,D017,V0301,11,6.0
INV0821,D008,V0268,27,4.0
INV0822,D041,V0433,12,5.0
INV0823,D024,V0290,42,2.0
INV0824,D005,V0234,16,9.0
INV0825,D039,V0224,37,10.0
INV0826,D022,V0019,22,5.0
INV0827,D013,V0112,26,3.0
INV0828,D008,V0180,43,9.0
INV0829,D045,V0499,-3,10.0
INV0830,D045,V0383,26,10.0
INV0831,D026,V0462,41,3.0
INV0832,D048,V0119,9,
INV0833,D041,V0342,19,5.0
INV0834,D037,V0388,49,10.0
INV0835,D046,V0420,30,7.0
INV0836,D006,V0118,3,10.0
INV0837,D023,V0404,23,6.0
INV0838,D023,V0180,50,8.0
INV0839,D006,V0446,32,7.0
INV0840,D015,V0362,35,8.0
INV0841,D001,V0073,36,6.0
INV0842,D047,V0458,7,4.0
INV0843,D008,V0061,24,7.0
INV0844,D006,V0484,39,5.0
INV0845,D021,V0340,26,3.0
INV0846,D017,V0373,25,5.0
INV0847,D017,V0246,31,9.0
INV0848,D013,V0341,10,7.0
INV0849,D024,V0294,26,7.0
INV0850,D026,V0043,13,10.0
INV0851,D035,V0278,21,8.0
INV0852,D044,V0360,48,2.0
INV0853,D043,V0167,39,10.0
INV0854,D003,V0323,-1,9.0
INV0855,D008,V0133,6,10.0
INV0856,D002,V0053,12,
INV0857,D001,V0314,40,3.0
INV0858,D044,V0148,17,8.0
INV0859,D033,V0409,27,2.0
INV0860,D017,V0484,27,10.0
INV0861,D006,V0293,31,5.0
INV0862,D018,V0185,2,6.0
INV0863,D037,V0397,-4,10.0
INV0864,D008,V0155,20,4.0
INV0865,D015,V0500,14,2.0
INV0866,D036,V0374,0,3.0
INV0867,D034,V0057,0,8.0
INV0868,D048,V0018,31,3.0
INV0869,D034,V0274,39,6.0
INV0870,D018,V0023,49,3.0
INV0871,D041,V0474,49,7.0
INV0872,D039,V0476,37,8.0
INV0873,D024,V0282,3,8.0
INV0874,D018,V0291,31,2.0
INV0875,D006,V0145,0,
INV0876,D043,V0176,49,3.0
INV0877,D006,V0290,7,6.0
INV0878,D022,V0113,36,10.0
INV0879,D026,V0083,26,9.0
INV0880,D048,V0335,7,9.0
INV0881,D025,V0252,2,6.0
INV0882,D022,V0314,12,2.0
INV0883,D021,V0025,49,4.0
INV0884,D050,V0456,48,10.0
INV0885,D026,V0334,44,6.0
INV0886,D035,V0018,30,4.0
INV0887,D041,V0048,22,2.0
INV0888,D034,V0093,47,2.0
INV0889,D011,V0002,11,6.0
INV0890,D017,V0150,10,
INV0891,D044,V0411,8,4.0
INV0892,D001,V0198,14,5.0
INV0893,D027,V0065,38,7.0
INV0894,D004,V0416,49,9.0
INV0895,D040,V0078,28,5.0
INV0896,D033,V0340,-8,9.0
INV0897,D013,V0062,21,10.0
INV0898,D038,V0425,3,7.0
INV0899,D047,V0162,8,7.0
INV0900,D038,V0499,21,7.0
INV0901,D046,V0183,28,3.0
INV0902,D004,V0111,15,5.0
INV0903,D014,V0306,20,3.0
INV0904,D047,V0283,35,10.0
INV0905,D039,V0268,23,5.0
INV0906,D047,V0110,45,3.0
INV0907,D007,V0008,49,7.0
INV0908,D047,V0307,48,5.0
INV0909,D039,V0432,3,7.0
INV0910,D034,V0220,8,8.0
INV0911,D040,V0473,6,5.0
INV0912,D048,V0093,41,10.0
INV0913,D007,V0461,37,3.0
INV0914,D035,V0378,9,6.0
INV0915,D011,V0231,45,6.0
INV0916,D007,V0379,8,5.0
INV0917,D005,V0319,33,8.0
INV0918,D004,V0462,41,10.0
INV0919,D020,V0047,26,3.0
INV0920,D033,V0056,42,10.0
INV0921,D009,V0467,30,3.0
INV0922,D048,V0408,38,5.0
INV0923,D008,V0048,13,5.0
INV0924,D029,V0194,43,7.0
INV0925,D039,V0079,18,2.0
INV0926,D020,V0141,48,5.0
INV0927,D045,V0127,8,
INV0928,D006,V0236,32,9.0
INV0929,D046,V0322,19,8.0
INV0930,D005,V0132,34,10.0
INV0931,D022,V0051,43,10.0
INV0932,D016,V0295,0,4.0
INV0933,D049,V0356,43,2.0
INV0934,D001,V0026,16,2.0
INV0935,D022,V0264,50,7.0
INV0936,D008,V0418,26,4.0
INV0937,D041,V0222,5,8.0
INV0938,D004,V0247,16,2.0
INV0939,D024,V0058,45,9.0
INV0940,D027,V0282,28,9.0
INV0941,D009,V0008,45,10.0
INV0942,D034,V0059,42,10.0
INV0943,D045,V0106,2,10.0
INV0944,D010,V0278,23,
INV0945,D002,V0224,30,5.0
INV0946,D047,V0091,26,7.0
INV0947,D019,V0080,23,6.0
INV0948,D003,V0424,1,6.0
INV0949,D031,V0456,39,5.0
INV0950,D047,V0151,31,3.0
INV0951,D049,V0135,40,9.0
INV0952,D003,V0459,19,3.0
INV0953,D028,V0345,45,4.0
INV0954,D035,V0319,8,4.0
INV0955,D009,V0299,33,5.0
INV0956,D023,V0093,32,5.0
INV0957,D026,V0115,49,10.0
INV0958,D008,V0374,15,8.0
INV0959,D001,V0474,12,6.0
INV0960,D032,V0012,14,8.0
INV0961,D017,V0122,32,4.0
INV0962,D013,V0053,50,5.0
INV0963,D003,V0460,35,6.0
INV0964,D033,V0253,12,3.0
INV0965,D039,V0182,5,9.0
INV0966,D017,V0312,7,8.0
INV0967,D011,V0061,41,6.0
INV0968,D050,V0008,1,10.0
INV0969,D029,V0243,26,7.0
INV0970,D020,V0089,8,5.0
INV0971,D023,V0351,28,5.0
INV0972,D023,V0070,45,8.0
INV0973,D014,V0216,13,4.0
INV0974,D007,V0466,28,7.0
INV0975,D005,V0144,31,3.0
INV0976,D001,V0165,8,4.0
INV0977,D050,V0257,9,9.0
INV0978,D029,V0213,26,8.0
INV0979,D007,V0002,21,6.0
INV0980,D020,V0277,6,3.0
INV0981,D037,V0448,3,5.0
INV0982,D040,V0331,4,9.0
INV0983,D006,V0333,35,3.0
INV0984,D012,V0481,-2,6.0
INV0985,D036,V0321,50,5.0
INV0986,D043,V0322,17,5.0
INV0987,D031,V0142,4,9.0
INV0988,D018,V0059,45,4.0
INV0989,D008,V0340,39,3.0
INV0990,D048,V0235,19,10.0
INV0991,D019,V0064,5,7.0
INV0992,D013,V0363,1,4.0
INV0993,D020,V0435,37,8.0
INV0994,D022,V0427,23,10.0
INV0995,D024,V0222,15,9.0
INV0996,D046,V0438,18,4.0
INV0997,D037,V0017,28,4.0
INV0998,D033,V0016,4,4.0
INV0999,D044,V0057,41,5.0
INV1000,D041,V0305,4,6.0
INV1001,D003,V0308,41,5.0
INV1002,D018,V0199,4,2.0
INV1003,D032,V0408,12,5.0
INV1004,D046,V0080,6,4.0
INV1005,D046,V0228,38,6.0
INV1006,D016,V0348,23,10.0
INV1007,D007,V0152,23,8.0
INV1008,D045,V0257,31,5.0
INV1009,D047,V0438,19,7.0
INV1010,D045,V0303,21,6.0
INV1011,D029,V0434,46,8.0
INV1012,D017,V0198,35,3.0
INV1013,D032,V0079,44,9.0
INV1014,D037,V0195,27,7.0
INV1015,D015,V0397,7,9.0
INV1016,D017,V0365,20,3.0
INV1017,D001,V0055,4,6.0
INV1018,D041,V0061,20,8.0
INV1019,D025,V0464,20,3.0
INV1020,D008,V0190,16,5.0
INV1021,D050,V0476,26,4.0
INV1022,D025,V0130,41,9.0
INV1023,D019,V0499,2,6.0
INV1024,D017,V0116,5,2.0
INV1025,D015,V0035,21,8.0
INV1026,D035,V0079,47,4.0
INV1027,D044,V0248,29,3.0
INV1028,D002,V0210,9,7.0
INV1029,D025,V0171,5,9.0
INV1030,D024,V0279,25,8.0
INV1031,D047,V0230,30,3.0
INV1032,D042,V0234,28,9.0
INV1033,D009,V0075,14,9.0
INV1034,D046,V0467,13,9.0
INV1035,D024,V0034,22,9.0
INV1036,D021,V0415,43,6.0
INV1037,D036,V0282,4,5.0
INV1038,D026,V0393,3,6.0
INV1039,D031,V0013,26,2.0
INV1040,D032,V0401,44,2.0
INV1041,D032,V0386,38,5.0
INV1042,D035,V0483,12,4.0
INV1043,D011,V0454,1,6.0
INV1044,D016,V0372,29,3.0
INV1045,D005,V0492,5,2.0
INV1046,D047,V0431,4,6.0
INV1047,D003,V0215,10,6.0
INV1048,D028,V0233,21,8.0
INV1049,D029,V0285,6,6.0
INV1050,D036,V0466,31,8.0
INV1051,D021,V0075,9,8.0
INV1052,D012,V0154,41,3.0
INV1053,D004,V0314,40,2.0
INV1054,D047,V0386,48,9.0
INV1055,D032,V0156,42,9.0
INV1056,D010,V0426,42,3.0
INV1057,D044,V0345,50,9.0
INV1058,D033,V0077,24,4.0
INV1059,D004,V0328,5,4.0
INV1060,D021,V0343,13,
INV1061,D045,V0374,25,5.0
INV1062,D007,V0284,26,9.0
INV1063,D019,V0168,24,2.0
INV1064,D023,V0381,32,7.0
INV1065,D049,V0246,1,6.0
INV1066,D049,V0185,21,10.0
INV1067,D008,V0253,25,3.0
INV1068,D016,V0383,31,10.0
INV1069,D011,V0441,6,6.0
INV1070,D033,V0109,42,2.0
INV1071,D042,V0295,28,5.0
INV1072,D001,V0173,16,5.0
INV1073,D014,V0437,16,3.0
INV1074,D045,V0163,25,6.0
INV1075,D029,V0383,26,8.0
INV1076,D011,V0090,14,10.0
INV1077,D017,V0072,39,8.0
INV1078,D007,V0378,26,4.0
INV1079,D015,V0407,34,
INV1080,D045,V0409,37,3.0
INV1081,D027,V0035,5,7.0
INV1082,D009,V0066,45,5.0
INV1083,D016,V0159,5,5.0
INV1084,D024,V0471,3,5.0
INV1085,D032,V0157,26,8.0
INV1086,D027,V0380,23,8.0
INV1087,D028,V0243,42,2.0
INV1088,D020,V0365,16,8.0
INV1089,D024,V0224,26,10.0
INV1090,D026,V0218,23,9.0
INV1091,D018,V0308,49,
INV1092,D034,V0238,40,6.0
INV1093,D030,V0187,2,3.0
INV1094,D040,V0377,26,7.0
INV1095,D043,V0389,20,3.0
INV1096,D013,V0122,31,5.0
INV1097,D015,V0271,33,8.0
INV1098,D006,V0123,41,
INV1099,D026,V0372,24,4.0
INV1100,D027,V0016,41,5.0
INV1101,D013,V0337,47,5.0
INV1102,D049,V0499,15,4.0
INV1103,D004,V0262,11,2.0
INV1104,D049,V0219,10,8.0
INV1105,D049,V0491,6,8.0
INV1106,D044,V0307,26,10.0
INV1107,D024,V0148,41,2.0
INV1108,D039,V0435,16,5.0
INV1109,D004,V0367,44,2.0
INV1110,D001,V0361,29,8.0
INV1111,D017,V0353,17,8.0
INV1112,D029,V0320,0,4.0
INV1113,D045,V0115,16,3.0
INV1114,D002,V0230,22,10.0
INV1115,D011,V0390,8,7.0
INV1116,D032,V0237,28,5.0
INV1117,D018,V0195,18,9.0
INV1118,D024,V0415,25,6.0
INV1119,D041,V0341,27,4.0
INV1120,D049,V0012,15,5.0
INV1121,D025,V0247,8,4.0
INV1122,D013,V0461,38,2.0
INV1123,D006,V0241,22,2.0
INV1124,D038,V0276,6,4.0
INV1125,D002,V0335,21,8.0
INV1126,D036,V0332,-13,2.0
INV1127,D043,V0376,11,10.0
INV1128,D042,V0456,17,9.0
INV1129,D004,V0274,-1,4.0
INV1130,D047,V0494,27,8.0
INV1131,D010,V0175,21,2.0
INV1132,D034,V0029,-13,
INV1133,D022,V0183,15,6.0
INV1134,D015,V0061,25,5.0
INV1135,D040,V0484,5,9.0
INV1136,D014,V0079,11,2.0
INV1137,D048,V0262,44,9.0
INV1138,D040,V0204,14,6.0
INV1139,D048,V0403,30,4.0
INV1140,D026,V0009,43,4.0
INV1141,D044,V0291,4,4.0
INV1142,D019,V0072,11,6.0
INV1143,D013,V0356,19,4.0
INV1144,D028,V0317,23,3.0
INV1145,D047,V0245,36,8.0
INV1146,D045,V0317,15,2.0
INV1147,D048,V0255,30,3.0
INV1148,D027,V0286,18,4.0
INV1149,D039,V0362,32,5.0
INV1150,D021,V0278,19,3.0
INV1151,D024,V0289,22,5.0
INV1152,D027,V0463,39,5.0
INV1153,D001,V0123,22,5.0
INV1154,D022,V0098,10,
INV1155,D037,V0390,20,2.0
INV1156,D025,V0147,48,5.0
INV1157,D017,V0409,39,6.0
INV1158,D027,V0263,16,7.0
INV1159,D001,V0281,2,2.0
INV1160,D002,V0424,43,5.0
INV1161,D003,V0478,5,9.0
INV1162,D010,V0053,13,10.0
INV1163,D044,V0030,9,8.0
INV1164,D019,V0262,13,4.0
INV1165,D003,V0448,50,2.0
INV1166,D005,V0097,8,2.0
INV1167,D027,V0269,36,9.0
INV1168,D042,V0322,10,10.0
INV1169,D040,V0101,18,5.0
INV1170,D044,V0343,2,3.0
INV1171,D025,V0266,0,10.0
INV1172,D038,V0059,45,7.0
INV1173,D050,V0118,10,3.0
INV1174,D045,V0466,39,5.0
INV1175,D042,V0359,17,6.0
INV1176,D019,V0365,16,9.0
INV1177,D018,V0312,2,4.0
INV1178,D017,V0422,38,10.0
INV1179,D049,V0302,46,
INV1180,D048,V0033,24,4.0
INV1181,D008,V0054,33,4.0
INV1182,D009,V0085,11,5.0
INV1183,D006,V0171,8,4.0
INV1184,D036,V0324,31,5.0
INV1185,D008,V0085,11,7.0
INV1186,D004,V0037,42,10.0
INV1187,D042,V0254,-9,10.0
INV1188,D008,V0014,33,5.0
INV1189,D036,V0095,16,6.0
INV1190,D008,V0282,22,7.0
INV1191,D032,V0011,22,2.0
INV1192,D050,V0407,48,4.0
INV1193,D005,V0174,5,10.0
INV1194,D007,V0189,48,3.0
INV1195,D018,V0297,17,2.0
INV1196,D040,V0181,49,2.0
INV1197,D025,V0017,18,3.0
INV1198,D027,V0081,34,
INV1199,D037,V0009,22,6.0
INV1200,D027,V0348,20,3.0
INV1201,D023,V0314,11,5.0
INV1202,D050,V0154,30,8.0
INV1203,D049,V0034,47,5.0
INV1204,D007,V0029,24,9.0
INV1205,D037,V0305,41,5.0
INV1206,D016,V0031,43,10.0
INV1207,D026,V0261,4,6.0
INV1208,D049,V0475,17,7.0
INV1209,D019,V0053,29,9.0
INV1210,D007,V0138,16,4.0
INV1211,D007,V0105,43,4.0
INV1212,D038,V0390,28,4.0
INV1213,D013,V0408,12,6.0
INV1214,D012,V0192,37,4.0
INV1215,D031,V0022,26,3.0
INV1216,D025,V0201,38,9.0
INV1217,D045,V0068,48,8.0
INV1218,D026,V0168,3,5.0
INV1219,D048,V0457,22,8.0
INV1220,D050,V0396,7,
INV1221,D048,V0328,24,9.0
INV1222,D015,V0022,36,7.0
INV1223,D009,V0205,24,2.0
INV1224,D010,V0359,46,2.0
INV1225,D027,V0399,37,7.0
INV1226,D004,V0390,45,10.0
INV1227,D040,V0058,31,4.0
INV1228,D006,V0452,26,6.0
INV1229,D042,V0241,26,4.0
INV1230,D024,V0182,48,6.0
INV1231,D048,V0214,30,7.0
INV1232,D029,V0106,0,10.0
INV1233,D041,V0148,4,5.0
INV1234,D031,V0347,31,6.0
INV1235,D036,V0342,15,9.0
INV1236,D015,V0124,1,3.0
INV1237,D013,V0208,3,10.0
INV1238,D020,V0137,19,10.0
INV1239,D029,V0258,34,9.0
INV1240,D017,V0161,44,6.0
INV1241,D045,V0359,39,9.0
INV1242,D028,V0352,21,10.0
INV1243,D022,V0272,19,6.0
INV1244,D002,V0413,27,3.0
INV1245,D018,V0187,39,3.0
INV1246,D021,V0100,28,7.0
INV1247,D050,V0139,29,
INV1248,D017,V0446,43,7.0
INV1249,D047,V0038,8,10.0
INV1250,D021,V0449,24,5.0
INV1251,D027,V0499,28,9.0
INV1252,D014,V0082,27,6.0
INV1253,D015,V0450,15,5.0
INV1254,D028,V0231,47,5.0
INV1255,D002,V0036,32,9.0
INV1256,D019,V0032,35,2.0
INV1257,D027,V0423,1,2.0
INV1258,D001,V0222,49,5.0
INV1259,D040,V0147,16,7.0
INV1260,D014,V0413,28,9.0
INV1261,D017,V0340,0,7.0
INV1262,D028,V0274,43,2.0
INV1263,D027,V0370,2,3.0
INV1264,D031,V0308,16,
INV1265,D037,V0374,14,
INV1266,D002,V0214,21,7.0
INV1267,D019,V0103,9,6.0
INV1268,D026,V0490,31,2.0
INV1269,D030,V0305,42,4.0
INV1270,D022,V0307,30,9.0
INV1271,D008,V0384,0,9.0
INV1272,D039,V0173,3,2.0
INV1273,D006,V0376,11,5.0
INV1274,D005,V0250,27,6.0
INV1275,D028,V0446,15,2.0
INV1276,D009,V0218,16,8.0
INV1277,D049,V0015,38,10.0
INV1278,D033,V0435,46,10.0
INV1279,D030,V0306,1,2.0
INV1280,D037,V0357,38,8.0
INV1281,D009,V0309,18,9.0
INV1282,D008,V0295,27,6.0
INV1283,D031,V0062,16,8.0
INV1284,D014,V0493,0,7.0
INV1285,D001,V0223,0,8.0
INV1286,D001,V0482,18,3.0
INV1287,D035,V0032,1,
INV1288,D023,V0394,39,9.0
INV1289,D014,V0412,40,3.0
INV1290,D049,V0039,50,2.0
INV1291,D032,V0149,49,7.0
INV1292,D013,V0490,6,6.0
INV1293,D046,V0172,38,7.0
INV1294,D037,V0110,23,9.0
INV1295,D047,V0111,14,5.0
INV1296,D025,V0060,13,
INV1297,D003,V0426,26,8.0
INV1298,D041,V0451,47,10.0
INV1299,D042,V0334,44,7.0
INV1300,D046,V0248,38,
INV1301,D038,V0028,9,6.0
INV1302,D011,V0206,2,6.0
INV1303,D026,V0495,14,3.0
INV1304,D008,V0057,50,7.0
INV1305,D020,V0453,30,2.0
INV1306,D033,V0425,19,10.0
INV1307,D045,V0277,40,9.0
INV1308,D027,V0157,21,10.0
INV1309,D014,V0312,41,8.0
INV1310,D041,V0258,31,5.0
INV1311,D032,V0152,7,2.0
INV1312,D041,V0295,39,2.0
INV1313,D011,V0087,15,10.0
INV1314,D014,V0365,42,6.0
INV1315,D045,V0422,49,5.0
INV1316,D023,V0167,47,2.0
INV1317,D035,V0217,31,9.0
INV1318,D011,V0180,21,4.0
INV1319,D036,V0012,32,9.0
INV1320,D015,V0013,22,7.0
INV1321,D005,V0381,46,6.0
INV1322,D011,V0212,35,4.0
INV1323,D022,V0143,7,2.0
INV1324,D014,V0392,2,8.0
INV1325,D026,V0107,4,3.0
INV1326,D031,V0326,42,9.0
INV1327,D016,V0197,27,8.0
INV1328,D002,V0037,8,8.0
INV1329,D037,V0437,6,4.0
INV1330,D042,V0306,15,3.0
INV1331,D020,V0224,11,5.0
INV1332,D033,V0212,16,10.0
INV1333,D008,V0025,19,8.0
INV1334,D020,V0206,4,8.0
INV1335,D022,V0253,-10,2.0
INV1336,D045,V0435,0,4.0
INV1337,D012,V0353,2,6.0
INV1338,D025,V0484,22,8.0
INV1339,D025,V0143,5,4.0
INV1340,D017,V0064,29,
INV1341,D033,V0225,18,6.0
INV1342,D028,V0087,44,2.0
INV1343,D001,V0032,12,6.0
INV1344,D029,V0373,28,2.0
INV1345,D026,V0451,19,8.0
INV1346,D010,V0465,35,9.0
INV1347,D018,V0348,3,
INV1348,D026,V0106,49,3.0
INV1349,D037,V0424,2,9.0
INV1350,D016,V0465,49,9.0
INV1351,D015,V0325,36,10.0
INV1352,D001,V0392,8,9.0
INV1353,D043,V0257,22,8.0
INV1354,D044,V0347,-6,8.0
INV1355,D034,V0009,14,7.0
INV1356,D021,V0143,-13,7.0
INV1357,D004,V0125,35,9.0
INV1358,D041,V0091,42,6.0
INV1359,D008,V0029,42,10.0
INV1360,D036,V0312,23,6.0
INV1361,D026,V0430,23,3.0
INV1362,D009,V0333,2,6.0
INV1363,D016,V0324,12,9.0
INV1364,D010,V0047,20,5.0
INV1365,D020,V0466,10,4.0
INV1366,D045,V0290,39,10.0
INV1367,D050,V0231,43,3.0
INV1368,D023,V0277,47,4.0
INV1369,D042,V0175,45,5.0
INV1370,D046,V0040,50,7.0
INV1371,D047,V0164,2,9.0
INV1372,D004,V0230,27,8.0
INV1373,D036,V0087,4,
INV1374,D029,V0016,31,5.0
INV1375,D029,V0348,13,
INV1376,D014,V0350,2,6.0
INV1377,D005,V0172,16,8.0
INV1378,D011,V0434,16,8.0
INV1379,D027,V0466,48,2.0
INV1380,D031,V0388,35,8.0
INV1381,D008,V0187,39,7.0
INV1382,D006,V0408,8,9.0
INV1383,D042,V0068,36,7.0
INV1384,D029,V0141,15,5.0
INV1385,D049,V0274,0,5.0
INV1386,D047,V0002,42,9.0
INV1387,D013,V0420,23,
INV1388,D020,V0255,48,2.0
INV1389,D031,V0082,2,10.0
INV1390,D015,V0263,33,6.0
INV1391,D048,V0455,48,9.0
INV1392,D040,V0376,45,4.0
INV1393,D038,V0018,19,7.0
INV1394,D019,V0116,44,4.0
INV1395,D011,V0452,42,8.0
INV1396,D003,V0476,1,2.0
INV1397,D029,V0133,47,5.0
INV1398,D032,V0318,21,3.0
INV1399,D010,V0490,46,5.0
INV1400,D043,V0368,48,2.0
INV1401,D023,V0464,24,2.0
INV1402,D040,V0420,17,8.0
INV1403,D038,V0131,24,9.0
INV1404,D038,V0173,21,6.0
INV1405,D045,V0133,19,4.0
INV1406,D012,V0002,16,10.0
INV1407,D041,V0430,35,4.0
INV1408,D050,V0088,33,9.0
INV1409,D031,V0168,39,5.0
INV1410,D040,V0180,9,3.0
INV1411,D023,V0109,30,8.0
INV1412,D041,V0168,22,10.0
INV1413,D028,V0089,16,6.0
INV1414,D039,V0021,33,4.0
INV1415,D015,V0228,39,6.0
INV1416,D029,V0303,8,7.0
INV1417,D033,V0048,49,3.0
INV1418,D014,V0172,34,3.0
INV1419,D027,V0480,22,9.0
INV1420,D030,V0056,47,5.0
INV1421,D013,V0029,44,3.0
INV1422,D008,V0195,33,5.0
INV1423,D018,V0442,20,9.0
INV1424,D016,V0436,11,3.0
INV1425,D044,V0461,40,9.0
INV1426,D047,V0085,10,7.0
INV1427,D039,V0220,36,3.0
INV1428,D044,V0420,40,2.0
INV1429,D045,V0124,41,
INV1430,D011,V0487,8,3.0
INV1431,D038,V0003,5,2.0
INV1432,D003,V0285,1,7.0
INV1433,D045,V0340,8,9.0
INV1434,D007,V0163,20,9.0
INV1435,D018,V0173,27,
INV1436,D046,V0020,14,3.0
INV1437,D007,V0225,45,
INV1438,D024,V0190,45,6.0
INV1439,D019,V0491,36,10.0
INV1440,D036,V0011,40,5.0
INV1441,D034,V0053,13,10.0
INV1442,D013,V0435,14,
INV1443,D021,V0287,19,10.0
INV1444,D025,V0088,45,2.0
INV1445,D031,V0348,18,10.0
INV1446,D001,V0137,50,4.0
INV1447,D022,V0170,2,8.0
INV1448,D039,V0334,29,2.0
INV1449,D014,V0351,30,6.0
INV1450,D022,V0083,14,2.0
INV1451,D018,V0176,25,3.0
INV1452,D019,V0180,26,6.0
INV1453,D005,V0087,15,7.0
INV1454,D038,V0500,5,2.0
INV1455,D047,V0393,0,7.0
INV1456,D035,V0142,10,8.0
INV1457,D007,V0412,38,7.0
INV1458,D050,V0351,43,5.0
INV1459,D016,V0249,9,2.0
INV1460,D044,V0237,22,7.0
INV1461,D013,V0007,33,4.0
INV1462,D020,V0040,24,7.0
INV1463,D015,V0028,29,9.0
INV1464,D004,V0277,0,5.0
INV1465,D013,V0107,35,8.0
INV1466,D021,V0374,23,5.0
INV1467,D015,V0105,28,3.0
INV1468,D046,V0288,5,10.0
INV1469,D048,V0072,28,5.0
INV1470,D043,V0455,25,4.0
INV1471,D013,V0261,36,6.0
INV1472,D014,V0342,15,6.0
INV1473,D011,V0163,22,9.0
INV1474,D012,V0068,31,8.0
INV1475,D029,V0312,11,4.0
INV1476,D023,V0452,36,7.0
INV1477,D007,V0432,37,5.0
INV1478,D045,V0175,32,9.0
INV1479,D046,V0048,3,2.0
INV1480,D044,V0493,30,3.0
INV1481,D018,V0170,2,7.0
INV1482,D004,V0104,45,9.0
INV1483,D013,V0342,13,5.0
INV1484,D002,V0123,45,8.0
INV1485,D023,V0293,31,4.0
INV1486,D050,V0423,30,3.0
INV1487,D036,V0126,22,9.0
INV1488,D025,V0367,4,6.0
INV1489,D016,V0033,39,7.0
INV1490,D029,V0456,42,5.0
INV1491,D028,V0461,1,5.0
INV1492,D036,V0137,6,4.0
INV1493,D050,V0235,26,5.0
INV1494,D003,V0199,42,5.0
INV1495,D022,V0165,15,7.0
INV1496,D007,V0391,38,2.0
INV1497,D044,V0177,5,6.0
INV1498,D015,V0202,48,10.0
INV1499,D046,V0076,19,5.0
INV1500,D022,V0162,11,7.0
INV1501,D024,V0313,20,9.0
INV1502,D027,V0231,31,8.0
INV1503,D005,V0420,22,4.0
INV1504,D039,V0213,44,6.0
INV1505,D006,V0172,42,4.0
INV1506,D004,V0464,13,7.0
INV1507,D020,V0248,31,3.0
INV1508,D050,V0165,14,5.0
INV1509,D010,V0437,33,10.0
INV1510,D042,V0451,32,3.0
INV1511,D016,V0248,27,
INV1512,D005,V0354,17,5.0
INV1513,D041,V0041,16,5.0
INV1514,D011,V0394,15,10.0
INV1515,D005,V0078,1,8.0
INV1516,D025,V0123,34,9.0
INV1517,D013,V0012,40,3.0
INV1518,D019,V0006,38,5.0
INV1519,D015,V0424,2,8.0
INV1520,D007,V0423,17,5.0
INV1521,D028,V0205,39,3.0
INV1522,D017,V0399,23,2.0
INV1523,D007,V0386,-2,8.0
INV1524,D037,V0251,27,8.0
INV1525,D002,V0211,3,5.0
INV1526,D020,V0212,34,8.0
INV1527,D003,V0085,10,3.0
INV1528,D024,V0103,2,10.0
INV1529,D009,V0009,14,9.0
INV1530,D042,V0233,13,4.0
INV1531,D038,V0040,47,6.0
INV1532,D017,V0088,19,7.0
INV1533,D002,V0215,42,
INV1534,D013,V0371,12,8.0
INV1535,D043,V0497,24,10.0
INV1536,D009,V0246,12,3.0
INV1537,D034,V0006,50,
INV1538,D046,V0325,31,9.0
INV1539,D001,V0234,28,3.0
INV1540,D003,V0052,3,7.0
INV1541,D008,V0161,15,3.0
INV1542,D004,V0145,39,3.0
INV1543,D004,V0151,40,2.0
INV1544,D016,V0177,45,5.0
INV1545,D006,V0035,11,
INV1546,D002,V0108,29,3.0
INV1547,D017,V0244,10,2.0
INV1548,D010,V0334,37,5.0
INV1549,D037,V0498,28,9.0
INV1550,D020,V0092,14,9.0
INV1551,D031,V0255,29,8.0
INV1552,D013,V0129,32,5.0
INV1553,D025,V0447,3,9.0
INV1554,D003,V0428,26,5.0
INV1555,D034,V0157,46,5.0
INV1556,D014,V0320,0,8.0
INV1557,D032,V0334,35,6.0
INV1558,D029,V0464,46,8.0
INV1559,D040,V0227,3,4.0
INV1560,D036,V0404,15,3.0
