VehicleID,Brand,ModelName,VehicleType,CostPrice,SellingPrice
V0457,Maruti Suzuki,Maruti suzuki Numquam,SUV,2018379,2329676
V0458,Toyota,Toyota Doloremque,Hatchback,1595917,1874548
V0459,Kia,Kia Illum,EV,1731084,2168991
V0460,Hyundai,Hyundai Fugit,Hatchback,1232162,1569758
V0461,MG,Mg Impedit,SUV,1820727,2376261
V0462,Skoda,Skoda Dolorem,Sedan,2302820,2698204
V0463,Honda,Honda Doloremque,SUV,779678,1038988
V0464,Tata,Tata Sapiente,SUV,2246222,2723162
V0465,Toyota,Toyota Asperiores,Sedan,1657073,2183931
V0466,Honda,Honda Suscipit,MUV,1389637,1652663
V0467,Toyota,Toyota Unde,SUV,1721300,2193356
V0468,Toyota,Toyota Quas,SUV,1572643,2082129
V0469,Maruti Suzuki,Maruti suzuki Doloremque,Sedan,2071389,2737849
V0470,MG,Mg Eaque,EV,2256624,2674688
V0471,Maruti Suzuki,Maruti suzuki Nihil,EV,1959221,2345300
V0472,Kia,Kia Eius,MUV,1452863,1943651
V0473,Tata,Tata Possimus,Sedan,1166063,1538676
V0474,Mahindra,Mahindra Possimus,Hatchback,755049,901534
V0475,Maruti Suzuki,Maruti suzuki Quae,MUV,1766907,2320126
V0476,Honda,Honda Soluta,EV,512223,672819
V0477,Kia,Kia Enim,Sedan,2232580,2708381
V0478,Honda,Honda Amet,MUV,1603949,1960906
V0479,Volkswagen,Volkswagen Optio,Sedan,2286538,2838095
V0480,Toyota,Toyota Incidunt,Hatchback,2365069,3104130
V0481,Volkswagen,Volkswagen Quidem,Sedan,1643992,1915051
V0482,mahindra,Mahindra Repellat,SUV,612986,792010
V0483,MG,Mg Consectetur,EV,1543773,1815440
V0484,Mahindra,Mahindra Maiores,Sedan,2038801,2577814
V0485,mahindra,Mahindra Culpa,Hatchback,2433386,2849210
V0486,Maruti Suzuki,Maruti suzuki Inventore,SUV,1053230,1290671
V0487,Tata,Tata Commodi,Hatchback,1476407,1844969
V0488,Skoda,Skoda Excepturi,SUV,987931,1293554
V0489,Toyota,Toyota Tempora,SUV,1905011,2548291
V0490,Kia,Kia Blanditiis,MUV,906398,1179108
V0491,Mahindra,Mahindra Tempore,SUV,2466200,3080824
V0492,Maruti Suzuki,Maruti suzuki Necessitatibus,MUV,1228874,1530913
V0493,Skoda,Skoda Officia,Sedan,823751,1028907
V0494,mahindra,Mahindra Quis,MUV,944781,1160887
V0495,Honda,Honda Nihil,MUV,1516683,1982614
V0496,Skoda,Skoda Placeat,MUV,570637,696154
V0497,toyota,Toyota Quibusdam,Hatchback,648545,746293
V0498,Maruti Suzuki,Maruti suzuki Iste,SUV,1107299,1462339
V0499,Kia,Kia Asperiores,EV,1836609,2294946
V0500,Toyota,Toyota Consequatur,MUV,2361181,2775765
