SaleID,Date,DealerID,CustomerID,VehicleID,DiscountAmount,FinalPrice
S004914,15/05/2025,D012,C02421,V0292,163886.0,1474975
S004915,06/10/2024,D049,C04909,V0401,0.0,1274192
S004916,10-27-2025,D044,C00535,V0211,44811.0,2195770
S004917,2025-08-22,D010,C01731,V0328,0.0,1035091
S004918,2025-07-06,D010,C99999,V0313,0.0,916236
S004919,05/11/2025,D041,C02447,V0346,,1757987
S004920,2025-09-29,D038,C03758,V0082,123169.0,2340211
S004921,2025-06-13,D025,C00163,V0123,0.0,2504561
S004922,2026-04-26,D038,C00266,V0376,0.0,624465
S004923,12-30-2024,D037,C00670,V0388,185581.0,1670238
S004924,2025-05-23,D043,C04159,V0184,186109.0,1674987
S004925,02-04-2026,D023,C00182,V0024,123801.0,1423716
S004926,2024-09-25,D046,C03428,V0248,,628608
S004927,2026-01-10,D039,C00489,V0009,212147.0,2439693
S004928,09-13-2025,D001,C02752,V0058,240371.0,2163342
S004929,2026-05-08,D008,C00049,V0133,265971.0,2393748
S004930,2025-01-08,D044,C00273,V0420,,2944311
S004931,2026-01-30,D013,C02642,V0107,59117.0,1123235
S004932,10-21-2025,D002,C03193,V0108,113521.0,1305494
S004933,2026-02-25,D049,C01492,V0034,37693.0,716185
S004934,2025-07-25,D013,C00991,V0272,115612.0,1329542
S004935,19/05/2025,D020,C02662,V0139,146020.0,2774399
S004936,2024-10-16,D046,C03028,V0370,71673.0,824246
S004937,2026-08-06,D011,C00219,V0127,59017.0,2891869
S004938,07-02-2025,D010,C01507,V0332,80378.0,1527192
S004939,28/07/2025,D026,C04048,V0462,134910.0,2563294
S004940,02-02-2026,D007,C04192,V0465,43678.0,2140253
S004941,10/02/2025,D007,C03706,V0386,117259.0,1348482
S004942,2025-11-16,D019,C02701,V0004,,2898513
S004943,11-26-2025,D031,C01385,V0388,0.0,1855819
S004944,2024-11-01,D025,C03021,V0385,,1445917
S004945,01-31-2025,D008,C04249,V0310,219939.0,2529303
S004946,09/07/2026,D021,C02926,V0251,144842.0,1665686
S004947,03-16-2026,D001,C02700,V0474,18030.0,883504
S004948,2025-05-11,D047,C01217,V0336,225787.0,2596554
S004949,17/11/2025,D039,C04188,V0213,,503899
S004950,2025-09-22,D040,C00730,V0171,63009.0,1225295
S004951,04-30-2025,D037,C00614,V0421,71170.0,1352230
S004952,2026-07-18,D034,C03627,V0383,44961.0,2203091
S004953,03-10-2025,D017,C01461,V0137,57925.0,2838338
S004954,29/07/2026,D042,C02455,V0046,0.0,1197362
S004955,2025-04-23,D024,C00058,V0384,139261.0,2645972
S004956,2026-02-18,D001,C00968,V0058,120185.0,2283528
S004957,2026-05-02,D002,C03928,V0413,23712.0,1170210
S004958,2025-02-28,D013,C02886,V0167,79733.0,1514928
S004959,2025-09-14,D012,C04733,V0407,53390.0,2616158
S004960,2024-10-22,D024,C01561,V0113,168337.0,1935878
S004961,2026-04-06,D045,C99999,V0374,0.0,2633136
S004962,04/06/2025,D025,C04640,V0393,0.0,779280
S004963,2024-08-15,D028,C02634,V0249,211436.0,2431514
S004964,2025-07-22,D009,C02678,V0363,37012.0,1813596
S004965,2026-01-28,D040,C02942,V0383,179844.0,2068208
S004966,2025-04-01,D013,C04526,V0244,38058.0,1864888
S004967,15/05/2026,D002,C04101,V0036,72760.0,836742
S004968,2026-02-11,D021,C01488,V0472,97182.0,1846469
S004969,05-30-2025,D015,C01115,V0154,49329.0,937256
S004970,2024-10-03,D028,C00096,V0386,0.0,1465741
S004971,01-13-2026,D036,C01567,V0493,0.0,1028907
S004972,2025-05-03,D014,C03480,V0224,38736.0,445470
S004973,2024-12-21,D039,C04346,V0224,38736.0,445470
S004974,2025-06-04,D029,C00555,V0019,58378.0,1109189
S004975,2024-09-26,D009,C04296,V0299,140922.0,2677525
S004976,2026-07-01,D030,C01406,V0241,0.0,2667128
S004977,11-19-2025,D048,C02841,V0425,10373.0,508311
S004978,2025-11-10,D024,C01489,V0405,0.0,1285792
S004979,2026-07-04,D006,C00782,V0299,0.0,2818447
S004980,15/10/2024,D039,C02739,V0468,166570.0,1915559
S004981,08-04-2026,D026,C01892,V0149,,1347358
S004982,12-01-2025,D039,C01085,V0099,40212.0,764040
S004983,05/03/2025,D032,C04992,V0001,25873.0,491595
S004984,2025-04-17,D008,C03099,V0210,211488.0,1903397
S004985,2026-02-23,D004,C00306,V0455,208708.0,2400148
S004986,03/05/2026,D033,C00347,V0460,156975.0,1412783
S004987,2026-05-02,D039,C00718,V0223,37040.0,1814987
S004988,29/12/2025,D021,C00723,V0278,54718.0,492468
S004989,14/06/2026,D024,C03960,V0430,50717.0,583257
S004990,2024-11-18,D041,C04820,V0222,84490.0,971646
S004991,25/08/2024,D021,C02880,V0278,10943.0,536243
S004992,2026-02-16,D009,C01625,V0205,133728.0,1537884
S004993,2025-08-09,D035,C04122,V0095,199984.0,2299823
S004994,08/01/2025,D014,C02423,V0353,0.0,1480996
S004995,2026-07-15,D032,C04312,V0254,26926.0,511604
S004996,2026-06-20,D046,C00289,V0134,49679.0,2434309
S004997,2025-07-06,D002,C02470,V0090,207381.0,2384886
S004998,06/12/2024,D014,C04193,V0494,116088.0,1044799
S004999,2024-08-26,D012,C02931,V0238,221521.0,2547494
S005000,2026-06-09,D040,C01459,V0489,50965.0,2497326
S005001,2026-07-28,D019,C04120,V0153,164638.0,1893338
S005002,12-22-2025,D009,C02003,V0213,40311.0,463588
S005003,12/08/2024,D030,C00188,V0092,49033.0,441304
S005004,21/10/2024,D025,C00503,V0080,153268.0,2912098
S005005,2025-03-16,D010,C01149,V0359,143778.0,1653452
S005006,2025-06-06,D012,C00229,V0068,85035.0,765320
S005007,2026-01-05,D011,C04607,V0175,0.0,681124
S005008,2025-08-05,D017,C03862,V0122,162569.0,1463124
S005009,08-25-2024,D034,C04044,V0070,0.0,1950017
S005010,25/01/2025,D013,C00997,V0167,79733.0,1514928
S005011,2026-04-22,D027,C03886,V0339,149650.0,1720987
S005012,2024-11-22,D036,C04942,V0087,136649.0,1229849
S005013,01-09-2026,D026,C02360,V0341,202757.0,2331713
S005014,03-04-2025,D012,C01544,V0192,0.0,2497317
S005015,2025-06-23,D047,C00277,V0469,219027.0,2518822
S005016,2025-05-17,D025,C03651,V0024,77375.0,1470142
S005017,01-04-2026,D004,C04373,V0408,0.0,603493
S005018,11/08/2024,D005,C04726,V0153,41159.0,2016817
S005019,05-03-2026,D042,C02574,V0205,133728.0,1537884
S005020,09-27-2024,D021,C03692,V0239,0.0,1358241
S005021,07/07/2025,D002,C01137,V0276,87714.0,970055
S005022,2026-08-03,D003,C03528,V0180,261623.0,2354614
S005023,2024-12-18,D015,C00685,V0240,109772.0,2085675
S005024,2024-10-04,D045,C00010,V0435,144404.0,1660652
S005025,2025-08-26,D033,C01788,V0041,,3217593
S005026,05-17-2025,D047,C03550,V0456,162774.0,1464975
S005027,31/12/2025,D002,C04759,V0081,99075.0,1139364
S005028,2025-07-18,D020,C04312,V0413,94850.0,1090779
S005029,2024-12-19,D037,C02876,V0218,0.0,1363656
S005030,03-28-2025,D045,C00711,V0118,72376.0,651387
S005031,2025-01-01,D019,C01864,V0053,0.0,1164844
S005032,2025-01-09,D018,C03161,V0079,228859.0,2631881
S005033,08-31-2025,D041,C00837,V0338,90478.0,1719096
S005034,2025-07-10,D022,C02511,V0253,60029.0,1140554
S005035,07-22-2025,D023,C03979,V0237,0.0,3189855
S005036,2026-02-16,D048,C00624,V0011,,2277513
S005037,26/08/2025,D043,C00573,V0191,52310.0,470795
S005038,2025-11-12,D036,C02657,V0042,0.0,2901642
S005039,2026-01-27,D003,C01327,V0308,0.0,2689917
S005040,2024-08-21,D036,C02242,V0325,44449.0,511171
S005041,08/12/2024,D050,C04485,V0048,23999.0,1175988
S005042,2026-02-25,D041,C03166,V0185,0.0,2028982
S005043,10-03-2025,D023,C00898,V0390,34363.0,1683831
S005044,2026-01-28,D012,C03613,V0144,15544.0,761685
S005045,04/07/2026,D032,C03162,V0408,48279.0,555214
S005046,2025-11-22,D021,C02770,V0048,0.0,1199987
S005047,2025-11-01,D027,C02337,V0277,78030.0,702274
S005048,2025-05-03,D027,C00198,V0231,80755.0,928687
S005049,2025-11-02,D037,C01883,V0419,131193.0,2492667
S005050,01-24-2026,D048,C03722,V0242,296738.0,2670642
S005051,2026-07-20,D032,C01568,V0326,46665.0,2286631
S005052,2024-11-25,D038,C00908,V0276,54821.0,1041604
S005053,2026-05-09,D025,C03793,V0424,195433.0,1758132
S005054,2024-09-28,D049,C01727,V0367,39849.0,1952621
S005055,10-08-2024,D003,C04762,V0334,50550.0,2476994
S005056,2024-12-24,D013,C00503,V0367,159397.0,1833073
S005057,2024-11-11,D005,C04483,V0186,133656.0,1537051
S005058,2025-01-09,D046,C04746,V0076,,1078613
S005059,22/11/2025,D027,C02092,V0175,34056.0,647068
S005060,01-15-2026,D019,C02930,V0053,58242.0,1106602
S005061,10-08-2024,D015,C00118,V0450,38827.0,737732
S005062,2025-04-25,D018,C04811,V0232,54722.0,2729111
S005063,04-24-2026,D022,C02452,V0332,0.0,1607570
S005064,01/02/2026,D048,C02171,V0300,105187.0,946692
S005065,15/10/2024,D013,C01189,V0342,48815.0,2391941
S005066,2024-09-09,D023,C01842,V0105,58503.0,1111568
S005067,2025-07-25,D013,C03780,V0120,,888556
S005068,08-26-2024,D011,C03603,V0231,80755.0,928687
S005069,11-20-2025,D045,C01416,V0163,56425.0,1072085
S005070,2026-07-19,D026,C01210,V0494,116088.0,1044799
S005071,28/04/2026,D003,C02313,V0297,123916.0,2354420
S005072,08/12/2025,D044,C01133,V0440,63313.0,3102354
S005073,2026-05-11,D036,C01956,V0381,0.0,2938022
S005074,2026-05-08,D029,C00186,V0377,242985.0,2794335
S005075,05-29-2025,D049,C02073,V0015,45661.0,2237415
S005076,2026-06-09,D037,C04842,V0474,0.0,901534
S005077,03-07-2026,D019,C03084,V0452,,603002
S005078,18/07/2026,D006,C02294,V0461,190100.0,2186161
S005079,07-06-2025,D034,C02320,V0274,128410.0,1155698
S005080,02-19-2026,D046,C03739,V0076,,1078613
S005081,2026-03-01,D022,C00101,V0455,130442.0,2478414
S005082,07-10-2026,D008,C02060,V0279,83266.0,1582064
S005083,07-11-2025,D040,C00058,V0360,127753.0,1469164
S005084,18/10/2025,D010,C02927,V0403,24652.0,468395
S005085,12-20-2024,D030,C00359,V0355,0.0,3187646
S005086,2026-07-16,D036,C02530,V0389,142741.0,2712094
S005087,2026-07-26,D018,C00634,V0171,0.0,1260194
S005088,2025-10-13,D034,C03582,V0215,89918.0,1029521
S005089,2025-08-02,D020,C01937,V0139,146020.0,2774399
S005090,02/07/2026,D025,C04087,V0471,187624.0,2157676
S005091,2025-05-06,D047,C00542,V0131,81447.0,733023
S005092,24/11/2024,D025,C03208,V0364,145226.0,2759301
S005093,12-05-2025,D048,C00016,V0358,52675.0,1000835
S005094,2024-09-03,D018,C02654,V0157,255066.0,2933261
S005095,23/07/2026,D017,C04188,V0083,49001.0,2401077
S005096,2025-10-25,D027,C01146,V0339,0.0,1870637
S005097,2025-12-28,D050,C00235,V0067,0.0,2150054
S005098,09-14-2025,D004,C00636,V0387,59306.0,2905999
S005099,2024-10-02,D037,C02977,V0305,,639099
S005100,2025-09-05,D021,C02629,V0025,260584.0,2996719
S005101,2025-09-21,D020,C04831,V0139,0.0,2920419
S005102,2026-07-06,D017,C01411,V0244,95147.0,1807799
S005103,2025-07-20,D020,C03439,V0064,95233.0,1095190
S005104,11/08/2024,D016,C04873,V0174,79872.0,1552334
S005105,2025-07-07,D040,C03155,V0227,138552.0,1593357
S005106,2025-02-14,D025,C02917,V0054,0.0,2822619
S005107,2025-02-01,D014,C00151,V0071,0.0,1736996
S005108,09-30-2025,D048,C01569,V0087,0.0,1366498
S005109,2024-10-09,D030,C02637,V0101,101950.0,1937065
S005110,26/05/2025,D042,C04129,V0350,26921.0,1319172
S005111,03-15-2026,D020,C04145,V0427,37179.0,1821818
S005112,2025-01-17,D037,C00128,V0080,0.0,3065366
S005113,2025-08-31,D010,C00638,V0359,,1797230
S005114,2024-12-24,D020,C99999,V0263,54933.0,2691743
S005115,2026-05-05,D028,C01482,V0218,136365.0,1227291
S005116,2025-07-08,D012,C03473,V0199,127358.0,1146224
S005117,06-02-2026,D002,C02995,V0104,154792.0,1780117
S005118,31/07/2025,D008,C02133,V0342,195260.0,2245496
S005119,2025-04-24,D022,C00881,V0429,95459.0,1813733
S005120,08-27-2025,D036,C02529,V0332,,1607570
S005121,2024-09-17,D037,C04437,V0001,41397.0,476071
S005122,03-16-2025,D004,C04909,V0302,255012.0,2932645
S005123,2024-10-24,D016,C02803,V0405,64289.0,1221503
S005124,22/10/2025,D038,C04189,V0500,222061.0,2553704
S005125,2026-01-18,D031,C03524,V0265,0.0,1367026
S005126,2024-11-02,D009,C01047,V0060,50777.0,456993
S005127,2025-06-14,D025,C04413,V0211,0.0,2240581
S005128,05/12/2024,D022,C01515,V0098,42888.0,814881
S005129,2025-12-28,D021,C00168,V0251,36210.0,1774318
S005130,2026-02-23,D039,C00295,V0370,89591.0,806328
S005131,2024-11-12,D047,C03271,V0187,78440.0,1490375
S005132,2024-10-01,D022,C02006,V0006,157736.0,1813975
S005133,2025-10-13,D011,C02348,V0087,109319.0,1257179
S005134,2025-03-23,D022,C01094,V0051,147452.0,2801603
S005135,01-29-2025,D002,C00856,V0211,224058.0,2016523
S005136,14/12/2025,D042,C01089,V0380,265438.0,2388950
S005137,2025-11-01,D015,C01685,V0404,299845.0,2698611
S005138,2025-11-05,D037,C00903,V0174,0.0,1597447
S005139,2025-03-12,D017,C03432,V0186,0.0,1670707
S005140,06-15-2026,D005,C01141,V0371,39099.0,1915866
S005141,2025-08-31,D045,C04541,V0352,169926.0,1954155
S005142,2025-05-22,D016,C00020,V0476,53825.0,618994
S005143,29/03/2025,D050,C04477,V0145,33035.0,1618754
S005144,2026-02-26,D024,C02199,V0492,76545.0,1454368
S005145,2025-11-25,D008,C04343,V0195,126903.0,1169543
S005146,2025-06-20,D036,C01910,V0106,283210.0,2548895
S005147,2025-04-20,D028,C04621,V0017,0.0,2037968
S005148,2025-08-12,D020,C02918,V0212,121898.0,2316077
S005149,2026-07-13,D050,C00892,V0476,13456.0,659363
S005150,10-11-2025,D018,C02286,V0118,0.0,723763
S005151,2024-08-27,D014,C00847,V0426,34158.0,1673775
S005152,2026-03-20,D013,C00393,V0408,48279.0,555214
S005153,30/05/2025,D022,C02501,V0165,0.0,1780798
S005154,2024-10-25,D025,C02435,V0049,46896.0,2297923
S005155,2024-10-30,D018,C02007,V0269,57337.0,516038
S005156,24/06/2026,D002,C03741,V0310,0.0,2749242
S005157,06/10/2024,D045,C00522,V0050,0.0,2665887
S005158,04/12/2025,D034,C04441,V0118,14475.0,709288
S005159,2026-05-14,D034,C04643,V0107,118235.0,1064117
S005160,08-06-2025,D046,C04172,V0454,185398.0,2132082
S005161,2026-04-25,D036,C01791,V0105,0.0,1193240
S005162,23/02/2026,D012,C02756,V0106,226568.0,2605537
S005163,2025-07-03,D044,C00805,V0484,257781.0,2320033
S005164,25/12/2025,D010,C02311,V0138,59146.0,680181
S005165,2025-07-03,D026,C00461,V0289,,2628221
S005166,2026-01-19,D043,C00346,V0191,52310.0,470795
S005167,2025-11-27,D046,C03621,V0491,308082.0,2772742
S005168,2025-06-16,D015,C00839,V0263,54933.0,2691743
S005169,29/08/2025,D016,C00519,V0372,0.0,638760
S005170,27/06/2025,D031,C03198,V0168,36604.0,695495
S005171,28/09/2024,D040,C01018,V0269,28668.0,544707
S005172,2026-03-07,D010,C03322,V0490,117910.0,1061198
S005173,2026-06-05,D036,C00630,V0184,93054.0,1768042
S005174,25/05/2025,D037,C04735,V0251,36210.0,1774318
S005175,2024-10-23,D011,C04535,V0487,92248.0,1752721
S005176,2026-07-09,D011,C01787,V0441,,2144789
S005177,30/01/2025,D041,C01297,V0330,272743.0,2454693
S005178,2025-09-22,D004,C03783,V0488,129355.0,1164199
S005179,2025-11-08,D049,C00438,V0136,286638.0,2579748
S005180,2025-06-15,D007,C01598,V0011,182201.0,2095312
S005181,2025-08-10,D011,C00612,V0103,204224.0,2348586
S005182,12-15-2025,D007,C02772,V0462,0.0,2698204
S005183,03-05-2025,D009,C03918,V0299,140922.0,2677525
S005184,18/12/2024,D019,C00925,V0213,40311.0,463588
S005185,09-11-2025,D011,C01059,V0058,48074.0,2355639
S005186,2026-01-13,D007,C01172,V0466,33053.0,1619610
S005187,2025-04-26,D042,C03613,V0335,243115.0,2795828
S005188,2026-06-21,D023,C01569,V0105,93605.0,1076466
S005189,05/07/2025,D032,C03777,V0012,42428.0,806140
S005190,2025-11-10,D041,C03053,V0219,198539.0,1786851
S005191,2024-11-19,D048,C03823,V0207,0.0,1558488
S005192,26/06/2025,D012,C02820,V0292,32777.0,1606084
S005193,2025-12-27,D037,C03337,V0388,37116.0,1818703
S005194,15/02/2026,D021,C03942,V0287,29605.0,1450694
S005195,08/02/2025,D015,C01706,V0372,51100.0,587660
S005196,2025-09-27,D027,C03799,V0116,163658.0,1472930
S005197,06-06-2025,D037,C00574,V0394,42539.0,2084414
S005198,2024-10-22,D019,C03648,V0396,79237.0,1505518
S005199,29/05/2025,D006,C02390,V0385,28918.0,1416999
S005200,2025-07-10,D040,C03012,V0269,,573375
S005201,2026-01-05,D029,C02717,V0233,0.0,1619869
S005202,2025-05-01,D032,C03877,V0022,117600.0,2234412
S005203,08-18-2025,D030,C03272,V0378,95104.0,1806989
S005204,2025-08-07,D047,C03188,V0131,65157.0,749313
S005205,04-24-2026,D014,C01230,V0493,102890.0,926017
S005206,29/12/2025,D026,C04781,V0106,141605.0,2690500
S005207,2025-08-14,D039,C04152,V0435,144404.0,1660652
S005208,2024-09-26,D004,C02763,V0390,171819.0,1546375
S005209,2025-12-26,D004,C03876,V0037,0.0,1713387
S005210,2025-10-25,D022,C00938,V0427,148719.0,1710278
S005211,2025-11-12,D049,C02135,V0401,127419.0,1146773
S005212,09-13-2025,D011,C00801,V0060,25388.0,482382
S005213,2025-09-15,D032,C00388,V0443,63668.0,1251035
S005214,10-01-2025,D003,C03363,V0334,202203.0,2325341
S005215,01-16-2026,D004,C04019,V0247,188370.0,1695337
S005216,2025-08-19,D009,C00059,V0451,241551.0,2777846
S005217,04-09-2025,D016,C04304,V0159,,2240173
S005218,12-28-2024,D020,C04290,V0084,0.0,2181653
S005219,02/04/2025,D023,C02673,V0167,79733.0,1514928
S005220,2026-05-06,D011,C03818,V0105,117007.0,1053064
S005221,15/11/2025,D029,C01910,V0365,0.0,1815070
S005222,22/10/2025,D013,C03361,V0342,,2440756
S005223,09-15-2025,D001,C00988,V0237,318985.0,2870870
S005224,2025-02-13,D037,C03579,V0002,0.0,1857530
S005225,07/10/2025,D027,C04782,V0142,62803.0,3077379
S005226,10-10-2024,D029,C02682,V0213,25194.0,478705
S005227,04-12-2026,D005,C04728,V0174,159744.0,1437703
S005228,2024-09-14,D045,C02770,V0039,228008.0,2622104
S005229,28/11/2024,D047,C01298,V0456,130219.0,1497530
S005230,29/08/2024,D038,C04139,V0099,80425.0,723827
S005231,11-14-2024,D029,C01571,V0037,0.0,1713387
S005232,03-13-2025,D016,C00477,V0031,113293.0,2152576
S005233,2024-09-25,D029,C03723,V0157,63766.0,3124561
S005234,2025-06-18,D038,C01979,V0404,0.0,2998456
S005235,2025-03-26,D041,C00228,V0219,39707.0,1945683
S005236,2024-12-12,D018,C04442,V0308,,2689917
S005237,2025-01-23,D030,C00443,V0360,0.0,1596917
S005238,2025-10-12,D041,C03859,V0003,318157.0,2863416
S005239,2024-09-17,D013,C03136,V0133,265971.0,2393748
S005240,2025-10-14,D032,C01250,V0336,0.0,2822341
S005241,2025-12-18,D004,C99999,V0236,68144.0,1294738
S005242,28/07/2026,D039,C04384,V0225,20916.0,1024907
S005243,25/03/2026,D006,C01198,V0150,74203.0,1409860
S005244,2025-03-06,D016,C03950,V0031,226586.0,2039283
S005245,2024-12-21,D039,C02195,V0435,180505.0,1624551
S005246,2024-08-08,D019,C04361,V0101,,2039015
S005247,2025-11-20,D040,C04516,V0152,0.0,598734
S005248,2025-11-17,D017,C03268,V0353,148099.0,1332897
S005249,2025-08-23,D045,C04847,V0124,296547.0,2648414
S005250,2026-07-26,D048,C02436,V0013,157977.0,1421793
S005251,10/12/2025,D036,C02904,V0105,0.0,1170071
S005252,2025-07-15,D030,C02137,V0123,50091.0,2454470
S005253,2026-01-10,D035,C04856,V0118,36188.0,687575
S005254,2025-01-18,D034,C01771,V0237,159492.0,3030363
S005255,06/01/2026,D045,C02152,V0317,139771.0,2655666
S005256,2025-02-28,D011,C01130,V0295,217842.0,1960586
S005257,06-11-2026,D041,C02133,V0338,180957.0,1628617
S005258,01-12-2025,D007,C00911,V0227,0.0,1731909
S005259,16/04/2026,D008,C03993,V0295,43568.0,2134860
S005260,07-07-2026,D036,C00959,V0178,63072.0,3090572
S005261,2025-01-15,D023,C02769,V0452,12060.0,590942
S005262,2025-05-29,D046,C00570,V0240,109772.0,2085675
S005263,09-29-2024,D021,C03856,V0143,0.0,646033
S005264,01/07/2026,D014,C02133,V0353,0.0,1480996
S005265,24/08/2024,D005,C00476,V0297,247833.0,2230503
S005266,03-19-2026,D032,C02685,V0408,48279.0,555214
S005267,2026-06-09,D019,C02475,V0198,279283.0,2513547
S005268,2026-06-28,D027,C01738,V0160,112320.0,2134086
S005269,2026-03-28,D046,C00616,V0040,141520.0,1273683
S005270,01-04-2026,D049,C03168,V0193,65231.0,750165
S005271,2024-09-10,D017,C03392,V0109,192747.0,1734729
S005272,04-09-2026,D014,C04898,V0193,81539.0,733857
S005273,2024-11-10,D008,C99999,V0094,0.0,1302595
S005274,02-22-2026,D024,C04910,V0113,0.0,2104215
S005275,2025-04-20,D034,C03245,V0365,145205.0,1669865
S005276,2025-07-30,D032,C04384,V0157,255066.0,2933261
S005277,2025-10-07,D004,C04584,V0335,303894.0,2735049
S005278,12/05/2026,D038,C03979,V0275,105283.0,2000385
S005279,19/05/2025,D023,C01690,V0237,318985.0,2855904
S005280,2026-07-16,D018,C02032,V0471,234530.0,2110770
S005281,08-22-2025,D048,C00893,V0425,,518684
S005282,09-18-2024,D012,C02141,V0218,68182.0,1295474
S005283,04-20-2026,D045,C03208,V0169,107404.0,2040685
S005284,30/07/2025,D013,C04421,V0363,0.0,1850608
S005285,2024-12-12,D007,C02183,V0105,117007.0,1053064
S005286,2025-07-20,D032,C04098,V0149,67367.0,1279991
S005287,2024-08-31,D003,C00917,V0176,41670.0,2064849
S005288,2024-10-20,D026,C02290,V0107,118235.0,1064117
S005289,04/03/2026,D004,C01962,V0314,23869.0,1169606
S005290,2024-11-05,D009,C00769,V0205,167161.0,1504451
S005291,2025-08-19,D049,C04663,V0283,216103.0,2485191
S005292,2025-08-19,D037,C03586,V0394,0.0,2126953
S005293,2025-03-21,D001,C01617,V0482,0.0,792010
S005294,30/11/2025,D033,C01004,V0048,59999.0,1139988
S005295,16/01/2026,D031,C03437,V0142,157009.0,2983173
S005296,2026-01-08,D005,C04642,V0499,45898.0,2249048
S005297,04-14-2026,D020,C02728,V0139,233633.0,2686786
S005298,18/06/2025,D048,C02093,V0283,0.0,2701294
S005299,2025-10-16,D044,C00894,V0484,51556.0,2526258
S005300,31/08/2024,D020,C04495,V0245,107440.0,966963
S005301,2026-08-02,D028,C02393,V0087,27329.0,1339169
S005302,03-23-2025,D038,C00558,V0104,96745.0,1838164
S005303,06/07/2025,D033,C04448,V0424,0.0,1954332
S005304,2024-09-25,D009,C00868,V0155,104462.0,1984797
S005305,2026-06-09,D047,C02570,V0424,97716.0,1856616
S005306,2025-01-13,D032,C03739,V0325,27781.0,527839
S005307,01/03/2025,D026,C01333,V0177,319696.0,2877273
S005308,09-04-2025,D013,C02488,V0482,15840.0,737053
S005309,2025-03-15,D041,C00623,V0305,0.0,639099
S005310,17/06/2026,D046,C01764,V0248,0.0,628608
S005311,20/08/2025,D007,C03453,V0155,41785.0,2047474
S005312,2026-04-29,D010,C04379,V0047,,1738891
S005313,07-02-2025,D037,C03556,V0442,0.0,2365109
S005314,22/03/2026,D017,C04466,V0484,128890.0,2448924
S005315,2025-11-21,D005,C04022,V0183,237850.0,2735284
S005316,2024-10-22,D024,C03301,V0148,206659.0,1859935
S005317,12-16-2025,D047,C04579,V0307,110298.0,992689
S005318,2024-12-28,D034,C02417,V0009,212147.0,2439693
S005319,2024-10-21,D014,C03236,V0267,170611.0,1535502
S005320,09-16-2024,D034,C03319,V0093,221867.0,2551474
S005321,2024-12-13,D034,C04792,V0296,0.0,824696
S005322,2025-07-31,D016,C02820,V0360,0.0,1596917
S005323,10-13-2024,D027,C03333,V0443,101869.0,1171495
S005324,2026-03-27,D013,C04079,V0468,41642.0,2040487
S005325,06/04/2026,D024,C03806,V0294,118491.0,1362652
S005326,2025-10-05,D027,C02176,V0338,0.0,1809574
S005327,08-23-2024,D032,C03622,V0475,232012.0,2088114
S005328,2024-10-12,D002,C00054,V0423,146317.0,1682657
S005329,2025-12-10,D007,C04330,V0401,0.0,1274192
S005330,2024-12-29,D037,C00044,V0466,82633.0,1570030
S005331,19/01/2026,D036,C02370,V0078,0.0,2114995
S005332,2024-09-03,D010,C03715,V0403,49304.0,443743
S005333,2026-02-05,D001,C01125,V0417,122080.0,1098729
S005334,18/11/2025,D036,C03635,V0460,0.0,1569758
S005335,10-29-2025,D041,C03876,V0091,26959.0,466508
S005336,2026-01-09,D009,C04618,V0363,37012.0,1813596
S005337,2025-07-23,D047,C04865,V0424,156346.0,1797986
S005338,2024-10-15,D041,C04114,V0085,47251.0,543394
S005339,2025-07-03,D039,C00503,V0039,142505.0,2707607
S005340,2025-04-25,D020,C01069,V0195,63451.0,1241838
S005341,23/04/2025,D013,C02922,V0476,,672819
S005342,2024-09-02,D021,C00555,V0025,65146.0,3192157
S005343,26/05/2025,D012,C02828,V0364,,2904527
S005344,2025-03-29,D020,C03317,V0032,,1148274
S005345,07/03/2026,D020,C01438,V0064,0.0,1190423
S005346,2026-02-08,D008,C02515,V0061,210139.0,2416601
S005347,2025-11-04,D023,C02404,V0430,31698.0,602276
S005348,15/09/2025,D037,C01966,V0374,210650.0,2422486
S005349,2026-08-07,D038,C02786,V0149,,1347358
S005350,2025-04-02,D039,C02097,V0184,0.0,1861096
S005351,2026-03-22,D013,C04964,V0255,130217.0,1171960
S005352,12-25-2025,D004,C01705,V0328,20701.0,1014390
S005353,30/05/2026,D049,C03451,V0354,62786.0,722042
S005354,08-16-2024,D004,C01718,V0426,85396.0,1622537
S005355,2026-08-08,D040,C02212,V0484,0.0,2577814
S005356,2025-11-20,D028,C03647,V0104,193490.0,1741419
S005357,24/05/2026,D041,C00102,V0338,144765.0,1664809
S005358,2025-05-25,D050,C04690,V0373,134636.0,1548326
S005359,2025-10-18,D036,C04207,V0400,150806.0,1357263
S005360,12/07/2026,D039,C04483,V0434,,2338854
S005361,2024-09-05,D004,C02960,V0497,37314.0,708979
S005362,2026-05-20,D015,C04279,V0451,60387.0,2959010
S005363,2025-12-12,D047,C00827,V0281,67191.0,1276640
S005364,12/10/2025,D050,C01826,V0067,215005.0,1935049
S005365,2025-05-01,D028,C01551,V0352,0.0,2124081
S005366,11-08-2025,D021,C04809,V0477,270838.0,2437543
S005367,21/08/2024,D032,C04530,V0267,0.0,1706113
S005368,2026-06-23,D023,C03520,V0367,39849.0,1952621
S005369,2024-11-12,D020,C00930,V0141,,705591
S005370,15/10/2025,D041,C01208,V0366,273695.0,2463257
S005371,12-05-2024,D042,C00454,V0310,137462.0,2611780
S005372,09-18-2025,D027,C01461,V0272,28903.0,1416251
S005373,08-03-2026,D020,C00594,V0500,277576.0,2498189
